activity_date,user_id,value
2023-11-17,59,13169
2023-11-18,87,8293
2023-11-18,82,2222
2023-11-18,3,11372
2023-11-18,70,6353
2023-11-19,22,6941
2023-11-19,71,10831
2023-11-19,24,11092
2023-11-19,2,1400
2023-11-18,59,10814
2023-11-19,55,7
2023-11-19,23,2698
2023-11-14,95,10915
2023-11-13,54,9287
2023-11-14,29,2836
2023-11-14,10,12062
2023-11-14,54,10355
2023-11-14,64,5159
2023-11-14,98,19311
2023-11-14,76,4862
2023-11-14,84,8788
2023-11-14,56,7579
2023-11-14,16,3500
2023-11-14,85,1622
2023-11-15,46,21208
2023-11-10,7,1168
2023-11-11,7,3644
2023-11-12,7,1835
2023-11-12,12,3721
2023-11-13,43,13268
2023-11-13,12,9452
2023-11-13,7,2149
2023-11-14,91,11618
2023-11-14,12,5345
2023-11-14,7,1383
2023-11-14,43,14850
2023-11-15,18,14868
2023-11-15,9,5880
2023-11-15,94,13489
2023-11-15,60,11986
2023-11-15,39,23338
2023-11-15,29,6414
2023-11-15,91,17369
2023-11-15,64,8881
2023-11-15,96,7807
2023-11-15,76,7080
2023-11-15,98,14538
2023-11-10,29,6778
2023-11-13,13,6297
2023-11-13,45,25602
2023-11-14,51,12301
2023-11-15,56,7878
2023-11-15,84,15918
2023-11-15,57,5991
2023-11-15,85,10937
2023-11-15,95,6934
2023-11-15,16,11845
2023-11-15,40,6250
2023-11-15,32,6023
2023-11-15,10,11365
2023-11-15,54,9815
2023-11-15,12,5925
2023-11-15,7,971
2023-11-16,60,7959
2023-11-14,13,5984
2023-11-15,13,10598
2023-11-15,51,19226
2023-11-16,76,6708
2023-11-16,6,2582
2023-11-16,12,15182
2023-11-16,18,17170
2023-11-16,51,15976
2023-11-16,94,9210
2023-11-16,13,5341
2023-11-16,9,16824
2023-11-16,46,23414
2023-11-16,98,7072
2023-11-16,29,10598
2023-11-16,91,13455
2023-11-10,39,28001
2023-11-11,39,27366
2023-11-13,39,22889
2023-11-14,39,19358
2023-11-15,43,11895
2023-11-16,7,3702
2023-11-16,39,23154
2023-11-16,64,8120
2023-11-16,45,23919
2023-11-16,95,5177
2023-11-16,32,7928
2023-11-16,16,5507
2023-11-16,54,8557
2023-11-16,10,14322
2023-11-16,57,6438
2023-11-16,96,10347
2023-11-16,56,7810
2023-11-16,84,8210
2023-11-17,60,10199
2023-11-17,46,2745
2023-11-17,6,9801
2023-11-17,18,19349
2023-11-17,9,9349
2023-11-16,40,6875
2023-11-16,43,20492
2023-11-17,29,1170
2023-11-17,91,8717
2023-11-17,64,9748
2023-11-17,12,10548
2023-11-17,40,8922
2023-11-17,51,10535
2023-11-17,94,12970
2023-11-17,13,6306
2023-11-15,45,20970
2023-11-16,85,9592
2023-11-17,10,9130
2023-11-17,54,13457
2023-11-17,57,7527
2023-11-17,98,6547
2023-11-17,96,7073
2023-11-17,84,8515
2023-11-17,56,7461
2023-11-17,7,5381
2023-11-17,76,8197
2023-11-17,45,23015
2023-11-17,16,3762
2023-11-17,95,11012
2023-11-18,18,8028
2023-11-17,85,10147
2023-11-18,98,9766
2023-11-18,29,1703
2023-11-18,60,6285
2023-11-18,46,4957
2023-11-18,10,8162
2023-11-18,94,12221
2023-11-18,13,5016
2023-11-18,9,16139
2023-11-18,6,2495
2023-11-18,91,9386
2023-11-18,64,7521
2023-11-18,56,7500
2023-11-18,84,12789
2023-11-18,57,2333
2023-11-18,54,10068
2023-11-18,95,5901
2023-11-18,32,6192
2023-11-18,16,4771
2023-11-18,51,3150
2023-11-18,45,21473
2023-11-18,40,17925
2023-11-18,7,5250
2023-11-18,76,11448
2023-11-19,60,5772
2023-11-19,18,2140
2023-11-19,91,7884
2023-11-19,57,1598
2023-11-19,9,12292
2023-11-19,94,12107
2023-11-19,40,1566
2023-11-19,6,19835
2023-11-17,32,10734
2023-11-18,12,8391
2023-11-18,85,10045
2023-11-19,98,7034
2023-11-19,10,9205
2023-11-19,56,6304
2023-11-19,46,5230
2023-11-19,54,4445
2023-11-19,13,6455
2023-11-19,95,6756
2023-11-19,32,8640
2023-11-19,16,3541
2023-11-19,45,8147
2023-11-19,64,1148
2023-11-19,7,3952
2023-11-19,76,9929
2023-11-20,91,14626
2023-11-20,18,15814
2023-11-19,29,347
2023-11-19,85,6806
2023-11-19,12,18505
2023-11-20,60,10036
2023-11-20,96,1599
2023-11-20,29,839
2023-11-20,6,1218
2023-11-20,13,7495
2023-11-20,94,12060
2023-11-17,43,10049
2023-11-17,39,19572
2023-11-18,39,31312
2023-11-19,84,3762
2023-11-19,51,16000
2023-11-19,39,5471
2023-11-20,46,3564
2023-11-20,85,10341
2023-11-20,57,2473
2023-11-20,10,8466
2023-11-20,54,7386
2023-11-20,56,7449
2023-11-20,98,8909
2023-11-20,40,7633
2023-11-20,45,25387
2023-11-20,64,5539
2023-11-20,12,8347
2023-11-20,39,30178
2023-11-20,76,6516
2023-11-20,7,3146
2023-11-20,9,9021
2023-11-20,32,26409
2023-11-20,16,21273
2023-11-20,95,5848
2023-11-21,18,13596
2023-11-21,45,29641
2023-11-21,60,9451
2023-11-18,43,10283
2023-11-19,43,7711
2023-11-20,43,11120
2023-11-20,84,2939
2023-11-20,51,15099
2023-11-21,39,3964
2023-11-21,6,818
2023-11-21,64,7111
2023-11-21,12,6979
2023-11-21,7,5505
2023-11-21,76,4883
2023-11-21,40,6838
2023-11-21,51,18290
2023-11-21,9,13669
2023-11-21,13,7536
2023-11-21,94,14272
2023-11-21,32,29691
2023-11-21,16,2452
2023-11-21,95,3367
2023-11-21,54,10929
2023-11-21,10,7496
2023-11-21,46,5065
2023-11-21,57,2086
2023-11-21,43,18884
2023-11-21,85,5671
2023-11-21,29,10362
2023-11-21,96,10070
2023-11-21,91,14752
2023-11-21,98,16599
2023-11-21,84,4212
2023-11-21,56,7303
2023-11-22,60,22
2023-11-19,69,8348
2023-11-19,70,5289
2023-11-19,59,6381
2023-11-19,35,12716
2023-11-17,38,10674
2023-11-18,88,7035
2023-11-19,65,5177
2023-11-19,73,716
2023-11-19,87,11676
2023-11-19,82,307
2023-11-19,3,7950
2023-11-19,63,4102
2023-11-19,20,10539
2023-11-19,41,22500
2023-11-20,71,13951
2023-11-20,69,10265
2023-11-18,38,6271
2023-11-19,38,4067
2023-11-19,88,3881
2023-11-20,82,1166
2023-11-20,38,9959
2023-11-20,55,6435
2023-11-20,24,9321
2023-11-20,59,7831
2023-11-20,41,14841
2023-11-20,65,13406
2023-11-20,23,12797
2023-11-20,88,10028
2023-11-20,2,8021
2023-11-20,20,11722
2023-11-19,90,12004
2023-11-20,87,5116
2023-11-20,3,11843
2023-11-20,22,8394
2023-11-20,73,7492
2023-11-20,70,8336
2023-11-20,35,11428
2023-11-20,63,9120
2023-11-21,59,13491
2023-11-21,69,17932
2023-11-21,73,3109
2023-11-21,20,10526
2023-11-21,2,2826
2023-11-21,71,13124
2023-11-20,90,16256
2023-11-21,41,13633
2023-11-21,35,16415
2023-11-21,70,9063
2023-11-21,88,10060
2023-11-21,90,10116
2023-11-21,65,5473
2023-11-21,23,4424
2023-11-21,63,4962
2023-11-21,3,11351
2023-11-21,82,1062
2023-11-21,87,5227
2023-11-21,38,10365
2023-11-21,24,9854
2023-11-21,55,12903
2023-11-21,22,8122
2023-11-22,38,7
2023-11-22,24,46
2023-11-22,71,37
2023-11-22,59,14
2023-11-22,73,321
2023-11-22,90,1585
2023-11-01,62,2653
2023-11-01,75,13718
2023-11-01,11,8425
2023-11-01,89,357
2023-11-01,21,13596
2023-11-01,74,23546
2023-11-01,50,3552
2023-11-01,72,4418
2023-11-01,14,2008
2023-11-01,83,6379
2023-11-01,81,12086
2023-11-01,42,6255
2023-11-01,4,10084
2023-11-01,34,1980
2023-11-01,53,6413
2023-11-01,93,14212
2023-11-01,66,12796
2023-11-01,19,8119
2023-11-01,27,8123
2023-11-01,47,3615
2023-11-01,15,4238
2023-11-01,77,8453
2023-11-01,79,12350
2023-11-02,21,8032
2023-11-01,68,8772
2023-11-02,66,9442
2023-11-02,74,23367
2023-11-02,81,4462
2023-11-02,50,3615
2023-11-02,79,7339
2023-11-02,14,342
2023-11-02,83,5413
2023-11-02,62,6878
2023-11-02,75,6940
2023-11-02,11,7335
2023-11-02,53,4110
2023-11-02,19,8741
2023-11-02,27,5392
2023-11-02,47,6897
2023-11-02,15,4025
2023-11-02,77,912
2023-11-02,42,5465
2023-11-02,68,8784
2023-11-02,34,1693
2023-11-02,93,13071
2023-11-03,74,20670
2023-11-01,33,11575
2023-11-02,33,14262
2023-11-03,75,19315
2023-11-03,33,10499
2023-11-03,4,4930
2023-11-03,15,5756
2023-11-03,77,596
2023-11-03,50,3440
2023-11-03,79,9548
2023-11-03,14,53
2023-11-03,83,8976
2023-11-03,1,3690
2023-11-03,19,12330
2023-11-03,27,7109
2023-11-01,92,13643
2023-11-02,4,13993
2023-11-03,81,8722
2023-11-03,11,7292
2023-11-03,34,4159
2023-11-03,93,13444
2023-11-03,42,5953
2023-11-03,68,13189
2023-11-03,47,7709
2023-11-03,66,12192
2023-11-04,74,9256
2023-11-04,79,5800
2023-11-04,15,6503
2023-11-04,4,8576
2023-11-01,86,13618
2023-11-02,92,5785
2023-11-02,86,6800
2023-11-02,89,4489
2023-11-03,89,5628
2023-11-03,92,6194
2023-11-04,21,9686
2023-11-04,14,5050
2023-11-04,83,7382
2023-11-04,86,3816
2023-11-04,42,190
2023-11-04,34,1322
2023-11-04,75,19031
2023-11-01,1,14289
2023-11-02,1,6763
2023-11-03,53,7823
2023-11-04,81,5817
2023-11-04,66,14731
2023-11-04,19,10489
2023-11-04,27,5969
2023-11-04,50,4747
2023-11-04,77,590
2023-11-04,1,1599
2023-11-04,92,6279
2023-11-04,47,15331
2023-11-04,53,8809
2023-11-04,93,6395
2023-11-04,89,5382
2023-11-04,11,7508
2023-11-05,79,5009
2023-11-05,14,191
2023-11-05,74,4691
2023-11-01,99,13587
2023-11-02,99,6690
2023-11-03,99,7247
2023-11-04,99,3529
2023-11-05,75,28308
2023-11-05,89,2958
2023-11-05,50,14534
2023-11-05,83,14325
2023-11-05,1,489
2023-11-05,21,3261
2023-11-05,99,4950
2023-11-04,33,8381
2023-11-04,68,8484
2023-11-05,4,9267
2023-11-05,15,4555
2023-11-05,34,286
2023-11-05,93,5973
2023-11-05,68,2409
2023-11-05,47,8876
2023-11-05,77,70
2023-11-05,92,15949
2023-11-05,66,7490
2023-11-05,27,3413
2023-11-05,19,9283
2023-11-06,79,6657
2023-11-06,99,9458
2023-11-05,33,9003
2023-11-06,14,3985
2023-11-06,77,8116
2023-11-06,83,4926
2023-11-06,15,3416
2023-11-06,74,17824
2023-11-06,21,9138
2023-11-06,75,4420
2023-11-06,11,11358
2023-11-06,62,3262
2023-11-06,33,11688
2023-11-05,53,4384
2023-11-05,42,8421
2023-11-05,11,8435
2023-11-06,50,4226
2023-11-06,1,30168
2023-11-06,53,2362
2023-11-06,92,6489
2023-11-06,47,5975
2023-11-06,66,15758
2023-11-06,27,22873
2023-11-06,19,11973
2023-11-06,34,2023
2023-11-06,93,12308
2023-11-06,89,6018
2023-11-07,83,6035
2023-11-06,42,3719
2023-11-07,27,12229
2023-11-07,21,11027
2023-11-07,74,15314
2023-11-07,99,7144
2023-11-07,75,6763
2023-11-07,4,3530
2023-11-07,62,5456
2023-11-05,81,6751
2023-11-06,81,9927
2023-11-06,4,16900
2023-11-07,15,4949
2023-11-07,68,11158
2023-11-07,47,1141
2023-11-07,92,6162
2023-11-07,14,6233
2023-11-07,79,1189
2023-11-07,77,3630
2023-11-07,50,14292
2023-11-07,19,17236
2023-11-07,66,12914
2023-11-07,11,5945
2023-11-07,93,11839
2023-11-07,34,1849
2023-11-07,33,15337
2023-11-07,42,12705
2023-11-08,83,5584
2023-11-08,74,15335
2023-11-07,81,11925
2023-11-08,79,113
2023-11-08,21,7776
2023-11-08,66,8581
2023-11-08,99,6536
2023-11-08,75,7628
2023-11-07,1,21217
2023-11-08,1,9578
2023-11-08,15,7885
2023-11-08,47,10035
2023-11-08,92,7002
2023-11-08,50,3554
2023-11-08,77,6575
2023-11-08,14,2256
2023-11-08,27,8484
2023-11-08,19,13272
2023-11-08,11,11274
2023-11-08,93,11783
2023-11-08,34,3199
2023-11-08,68,9718
2023-11-08,4,2548
2023-11-09,83,4263
2023-11-09,75,10194
2023-11-09,11,11800
2023-11-09,62,4158
2023-11-09,79,9735
2023-11-09,14,1298
2023-11-09,92,5003
2023-11-09,81,12090
2023-11-09,15,4859
2023-11-09,99,6096
2023-11-09,74,16384
2023-11-09,21,10257
2023-11-09,19,9601
2023-11-09,27,12998
2023-11-03,62,8033
2023-11-04,62,12081
2023-11-05,62,7155
2023-11-06,68,5797
2023-11-07,53,1835
2023-11-08,81,3058
2023-11-08,53,3184
2023-11-08,42,5668
2023-11-08,33,9266
2023-11-08,62,3755
2023-11-09,53,2067
2023-11-09,34,3256
2023-11-09,93,11064
2023-11-09,68,11619
2023-11-09,4,8340
2023-11-09,50,6014
2023-11-09,77,1013
2023-11-09,47,10931
2023-11-09,66,11631
2023-11-10,19,10450
2023-11-09,42,8282
2023-11-09,33,7997
2023-11-10,34,1546
2023-11-10,75,19032
2023-11-10,33,9952
2023-11-10,83,3939
2023-11-10,14,3089
2023-11-10,77,1980
2023-11-10,15,4148
2023-11-10,21,13196
2023-11-10,74,16347
2023-11-10,93,13686
2023-11-10,68,14248
2023-11-10,62,47682
2023-11-10,42,14299
2023-11-10,79,8093
2023-11-10,47,11465
2023-11-10,99,6926
2023-11-10,27,19496
2023-11-10,66,6874
2023-11-11,81,1448
2023-11-11,14,656
2023-11-11,68,2768
2023-11-11,4,1409
2023-11-11,75,19803
2023-11-11,34,1228
2023-11-11,27,3255
2023-11-11,74,10250
2023-11-11,83,4890
2023-11-11,92,8109
2023-11-11,77,4574
2023-11-09,1,15020
2023-11-10,81,2298
2023-11-10,53,2156
2023-11-10,4,7813
2023-11-10,50,7783
2023-11-11,33,5481
2023-11-11,19,15871
2023-11-11,15,8015
2023-11-11,53,9231
2023-11-11,93,12157
2023-11-11,21,5018
2023-11-11,66,11108
2023-11-11,47,10984
2023-11-11,1,4704
2023-11-11,79,12912
2023-11-12,74,5982
2023-11-12,83,2939
2023-11-12,14,9852
2023-11-10,1,1778
2023-11-11,50,16481
2023-11-11,72,16
2023-11-12,33,2405
2023-11-12,4,296
2023-11-12,11,8491
2023-11-12,75,17320
2023-11-12,53,4001
2023-11-12,27,5809
2023-11-12,99,9038
2023-11-12,15,2162
2023-11-12,47,6891
2023-11-12,1,580
2023-11-12,79,12965
2023-11-12,50,2681
2023-11-12,77,283
2023-11-07,89,9286
2023-11-08,89,6364
2023-11-10,11,5511
2023-11-10,92,5724
2023-11-11,11,6685
2023-11-12,68,6012
2023-11-12,93,3687
2023-11-12,34,406
2023-11-12,19,4878
2023-11-12,66,4712
2023-11-12,81,1627
2023-11-12,92,3526
2023-11-12,72,8342
2023-11-13,74,22885
2023-11-13,99,8009
2023-11-13,1,35532
2023-11-09,89,9866
2023-11-10,89,6601
2023-11-11,89,7774
2023-11-12,89,3801
2023-11-13,33,10822
2023-11-13,62,6254
2023-11-13,4,8056
2023-11-13,75,12485
2023-11-13,89,6790
2023-11-13,93,12620
2023-11-13,79,2814
2023-11-13,14,1038
2023-11-13,83,4562
2023-11-11,42,24488
2023-11-13,47,5240
2023-11-13,50,5312
2023-11-13,11,7741
2023-11-13,34,4180
2023-11-13,66,13674
2023-11-13,19,7781
2023-11-13,27,15123
2023-11-13,15,4637
2023-11-13,81,9834
2023-11-13,72,3524
2023-11-13,77,1952
2023-11-13,92,6751
2023-11-14,75,15318
2023-11-14,74,12570
2023-11-14,83,4740
2023-11-14,1,20278
2023-11-12,42,19497
2023-11-13,42,15841
2023-11-13,21,7757
2023-11-14,62,4749
2023-11-14,14,1621
2023-11-14,79,7323
2023-11-14,4,7851
2023-11-14,47,12831
2023-11-14,19,8408
2023-11-14,21,10198
2023-11-14,15,6123
2023-11-14,33,12688
2023-11-13,53,7680
2023-11-14,81,1976
2023-11-14,77,1175
2023-11-14,50,12789
2023-11-14,72,8542
2023-11-14,34,2460
2023-11-14,89,4739
2023-11-14,92,5897
2023-11-14,93,9908
2023-11-14,66,7672
2023-11-14,27,10292
2023-11-14,11,5807
2023-11-14,42,744
2023-11-15,74,21896
2023-11-15,83,4806
2023-11-14,86,105
2023-11-14,53,6505
2023-11-15,75,4935
2023-11-15,19,9797
2023-11-15,21,9018
2023-11-15,50,4176
2023-11-15,62,2102
2023-11-15,77,4843
2023-11-15,79,7557
2023-11-15,14,2125
2023-11-15,53,7661
2023-11-15,4,6361
2023-11-15,81,10562
2023-11-15,15,4750
2023-11-15,66,9396
2023-11-15,47,10380
2023-11-15,27,15878
2023-11-15,86,16355
2023-11-15,34,1243
2023-11-15,72,6170
2023-11-15,93,10810
2023-11-16,83,6744
2023-11-16,74,18186
2023-11-16,27,15882
2023-11-16,21,16345
2023-11-16,66,7975
2023-11-16,14,231
2023-11-16,79,5127
2023-11-16,15,5168
2023-11-16,4,7149
2023-11-16,53,8878
2023-11-16,34,1211
2023-11-16,75,4424
2023-11-11,62,3410
2023-11-12,62,6474
2023-11-15,11,8809
2023-11-16,50,3290
2023-11-15,92,6419
2023-11-16,19,14246
2023-11-16,92,5820
2023-11-16,77,2611
2023-11-16,72,7540
2023-11-16,47,11885
2023-11-16,62,40232
2023-11-16,86,7291
2023-11-16,93,11118
2023-11-16,89,8008
2023-11-16,11,10180
2023-11-17,62,34415
2023-11-17,53,2824
2023-11-17,74,16407
2023-11-17,83,3844
2023-11-17,15,6390
2023-11-15,42,18976
2023-11-16,42,9294
2023-11-17,4,7322
2023-11-17,89,4022
2023-11-17,75,18062
2023-11-17,21,10620
2023-11-17,27,17381
2023-11-17,77,1365
2023-11-17,50,3366
2023-11-17,79,9501
2023-11-17,14,1182
2023-11-17,81,2855
2023-11-14,99,5441
2023-11-15,1,15842
2023-11-16,1,8669
2023-11-16,81,4369
2023-11-17,93,8413
2023-11-17,34,4927
2023-11-17,11,8934
2023-11-17,19,12139
2023-11-17,66,13129
2023-11-17,1,1213
2023-11-17,72,8038
2023-11-17,47,7760
2023-11-18,75,30108
2023-11-18,14,2171
2023-11-13,68,4464
2023-11-14,68,9388
2023-11-15,68,11859
2023-11-15,99,7316
2023-11-16,99,4571
2023-11-16,68,2002
2023-11-17,68,6880
2023-11-17,99,6054
2023-11-18,53,6531
2023-11-18,34,276
2023-11-18,62,12520
2023-11-18,47,13387
2023-11-18,83,10014
2023-11-18,1,5037
2023-11-18,79,15154
2023-11-18,21,4279
2023-11-18,27,2225
2023-11-18,74,15986
2023-11-15,89,9414
2023-11-17,86,11298
2023-11-17,42,5466
2023-11-18,15,8525
2023-11-18,50,5271
2023-11-18,11,7077
2023-11-18,93,5331
2023-11-18,89,14310
2023-11-18,42,26028
2023-11-18,68,7809
2023-11-18,92,6370
2023-11-18,77,775
2023-11-18,72,10554
2023-11-18,19,3201
2023-11-18,66,9990
2023-11-19,75,19044
2023-11-19,79,3867
2023-11-19,74,4633
2023-11-18,86,3986
2023-11-19,34,519
2023-11-19,93,19340
2023-11-19,42,23477
2023-11-19,62,9272
2023-11-19,68,7503
2023-11-19,15,5323
2023-11-19,14,374
2023-11-19,83,7016
2023-11-19,21,624
2023-11-19,19,6095
2023-11-15,33,12347
2023-11-17,92,7061
2023-11-18,81,2871
2023-11-18,99,9153
2023-11-19,53,2087
2023-11-19,11,8257
2023-11-19,89,6531
2023-11-19,86,8304
2023-11-19,47,4964
2023-11-19,50,13473
2023-11-19,77,10143
2023-11-19,72,12643
2023-11-19,92,15734
2023-11-19,66,4871
2023-11-19,27,2368
2023-11-20,68,3123
2023-11-20,74,18307
2023-11-20,1,30143
2023-11-20,83,4905
2023-11-16,33,3936
2023-11-17,33,13720
2023-11-18,33,698
2023-11-19,33,5245
2023-11-19,81,3520
2023-11-19,1,280
2023-11-19,99,8103
2023-11-20,33,17852
2023-11-20,42,2233
2023-11-20,62,4169
2023-11-20,4,6452
2023-11-20,75,11447
2023-11-20,53,6801
2023-11-20,27,20446
2023-11-20,21,10093
2023-11-20,99,3549
2023-11-20,14,7412
2023-11-20,77,2104
2023-11-21,33,11
2023-11-18,4,3235
2023-11-19,4,386
2023-11-20,79,4339
2023-11-20,86,6017
2023-11-20,11,9638
2023-11-20,34,1929
2023-11-20,89,6756
2023-11-20,93,11329
2023-11-20,66,9272
2023-11-20,19,10126
2023-11-20,47,10452
2023-11-20,15,14496
2023-11-20,81,8923
2023-11-20,72,3244
2023-11-20,50,4150
2023-11-20,92,6640
2023-11-21,74,17802
2023-11-21,99,6626
2023-11-21,83,3850
2023-11-21,66,11474
2023-11-21,19,12197
2023-11-21,27,6205
2023-11-21,21,9427
2023-11-21,77,1237
2023-11-21,50,14038
2023-11-21,79,2902
2023-11-21,72,3441
2023-11-21,14,2603
2023-11-21,92,7911
2023-11-21,1,20266
2023-11-21,47,330
2023-11-21,15,7047
2023-11-21,81,8670
2023-11-21,62,4988
2023-11-21,86,10191
2023-11-21,68,7636
2023-11-21,4,10410
2023-11-21,42,283
2023-11-21,34,4518
2023-11-21,53,1864
2023-11-21,89,7398
2023-11-21,93,8604
2023-11-21,75,10695
2023-11-21,11,6553
2023-11-22,74,9
2023-11-22,15,17
