activity_date,user_id,value
2023-11-17,25,15200
2023-11-18,25,21364
2023-11-19,25,6754
2023-11-19,26,502
2023-11-20,58,19727
2023-11-20,36,13858
2023-11-20,5,10867
2023-11-20,48,2962
2023-11-20,17,3328
2023-11-20,61,16062
2023-11-20,49,7791
2023-11-20,31,6766
2023-11-18,30,11959
2023-11-20,25,20390
2023-11-20,30,8903
2023-11-20,28,180
2023-11-20,100,5133
2023-11-20,80,9954
2023-11-20,67,1286
2023-11-20,78,3856
2023-11-20,44,2768
2023-11-20,26,5584
2023-11-20,37,26254
2023-11-21,31,10180
2023-11-21,52,8823
2023-11-21,97,6288
2023-11-21,36,10118
2023-11-21,17,4273
2023-11-21,61,16222
2023-11-21,5,3699
2023-11-21,48,8438
2023-11-21,78,2938
0000-00-00,1,100
2023-11-21,8,3125
2023-11-21,49,11110
2023-11-21,26,913
2023-11-21,37,26219
2023-11-21,44,19244
2023-11-21,101,19245
2023-11-21,80,8303
2023-11-21,67,2210
2023-11-21,30,5194
2023-11-21,25,13955
2023-11-21,58,6561
2023-11-21,28,1536
2023-11-21,100,10607
2023-11-22,52,102
2023-11-22,31,1325
2023-11-01,60,10064
2023-11-01,18,4962
2023-11-01,9,10984
2023-11-01,85,15640
2023-11-01,29,1529
2023-11-01,96,5840
2023-11-01,7,3560
2023-11-01,13,8102
2023-11-01,94,12178
2023-11-01,46,5760
2023-11-01,40,2231
2023-11-01,43,14168
2023-11-01,10,15165
2023-11-01,54,7724
2023-11-01,84,3960
2023-11-01,91,8003
2023-11-01,45,9596
2023-11-01,64,3237
2023-11-01,76,5984
2023-11-01,95,4631
2023-11-01,16,8056
2023-11-01,32,21035
2023-11-02,60,10042
2023-11-02,85,12292
2023-11-01,6,1400
2023-11-01,12,11845
2023-11-02,6,4522
2023-11-02,12,15950
2023-11-02,9,8320
2023-11-02,94,12985
2023-11-02,46,25149
2023-11-02,91,7229
2023-11-02,96,7538
2023-11-01,56,5933
2023-11-02,18,9842
2023-11-02,45,26834
2023-11-02,7,2075
2023-11-02,76,9095
2023-11-02,13,8311
2023-11-02,95,4169
2023-11-02,16,3732
2023-11-02,51,18151
2023-11-02,54,12871
2023-11-02,10,6973
2023-11-02,84,8287
2023-11-02,29,8108
2023-11-03,46,13786
2023-11-01,98,12036
2023-11-02,56,8238
2023-11-02,98,8912
2023-11-03,96,12714
2023-11-03,91,7845
2023-11-03,60,10031
2023-11-03,9,12359
2023-11-03,94,15266
2023-11-03,18,24662
2023-11-03,76,7074
2023-11-03,85,14012
2023-11-03,84,11123
2023-11-03,56,7416
2023-11-03,29,6681
2023-11-03,98,12640
2023-11-03,54,17058
2023-11-03,13,2127
2023-11-03,16,1684
2023-11-03,95,13073
2023-11-03,45,25726
2023-11-03,64,7003
2023-11-03,7,4420
2023-11-04,9,12859
2023-11-04,64,6388
2023-11-04,18,20417
2023-11-04,40,3896
2023-11-04,13,7825
2023-11-04,94,14073
2023-11-04,60,10038
2023-11-04,96,13571
2023-11-04,91,13639
2023-11-04,84,10963
2023-11-01,51,18655
2023-11-01,39,16715
2023-11-02,40,8466
2023-11-02,64,7827
2023-11-02,32,6446
2023-11-03,10,5760
2023-11-03,51,19984
2023-11-03,40,8426
2023-11-04,76,8914
2023-11-04,7,3121
2023-11-04,95,5116
2023-11-04,16,5518
2023-11-04,54,7079
2023-11-04,29,6471
2023-11-04,56,11004
2023-11-05,60,10309
2023-11-05,9,10110
2023-11-05,18,6232
2023-11-03,32,4837
2023-11-04,51,4737
2023-11-04,32,19445
2023-11-05,29,8354
2023-11-05,91,12278
2023-11-05,96,2771
2023-11-05,94,13442
2023-11-05,95,5558
2023-11-05,39,353
2023-11-03,6,7807
2023-11-04,85,16377
2023-11-04,45,18638
2023-11-05,84,3358
2023-11-05,98,9677
2023-11-05,64,3622
2023-11-05,56,6030
2023-11-05,46,3264
2023-11-05,54,7642
2023-11-05,13,9189
2023-11-05,32,19642
2023-11-05,16,5252
2023-11-05,51,20468
2023-11-05,45,614
2023-11-05,7,2518
2023-11-05,76,7550
2023-11-06,60,11705
2023-11-04,6,487
2023-11-05,85,3965
2023-11-05,6,1695
2023-11-06,13,4862
2023-11-06,9,11514
2023-11-06,94,11555
2023-11-06,18,8570
2023-11-06,91,10493
2023-11-06,54,7868
2023-11-06,46,6404
2023-11-01,57,5770
2023-11-02,43,23325
2023-11-06,51,19006
2023-11-06,95,9659
2023-11-06,16,5415
2023-11-06,32,26505
2023-11-06,64,5330
2023-11-06,7,3546
2023-11-06,45,22647
2023-11-06,96,5407
2023-11-06,29,872
2023-11-06,98,10407
2023-11-06,56,8109
2023-11-06,84,4492
2023-11-07,60,11390
2023-11-02,57,1368
2023-11-03,57,1320
2023-11-03,43,13175
2023-11-04,43,10845
2023-11-04,57,708
2023-11-05,57,16134
2023-11-05,43,7659
2023-11-06,6,1043
2023-11-06,43,10513
2023-11-06,57,2161
2023-11-07,94,12409
2023-11-07,13,9241
2023-11-07,18,21764
2023-11-07,96,6261
2023-11-07,57,2398
2023-11-04,98,8397
2023-11-06,85,5476
2023-11-07,46,6796
2023-11-07,9,9720
2023-11-07,32,28773
2023-11-07,16,9786
2023-11-07,95,13587
2023-11-07,40,7697
2023-11-07,45,24002
2023-11-07,76,7776
2023-11-07,7,3797
2023-11-07,64,6591
2023-11-07,6,5999
2023-11-07,84,3448
2023-11-07,56,6571
2023-11-07,98,15881
2023-11-07,91,11667
2023-11-07,29,9867
2023-11-07,54,6874
2023-11-08,94,12229
2023-11-08,60,9274
2023-11-07,85,7949
2023-11-08,95,2554
2023-11-08,9,1610
2023-11-08,39,15870
2023-11-08,29,7799
2023-11-08,91,10447
2023-11-08,96,6307
2023-11-08,46,13430
2023-11-03,12,10536
2023-11-02,39,15490
2023-11-03,39,18339
2023-11-04,39,26075
2023-11-04,10,4032
2023-11-05,10,4815
2023-11-07,51,21869
2023-11-08,16,3135
2023-11-08,32,26079
2023-11-08,45,24111
2023-11-08,40,7686
2023-11-08,18,14718
2023-11-08,7,3415
2023-11-08,76,6890
2023-11-08,6,5943
2023-11-08,64,6056
2023-11-08,56,7295
2023-11-08,98,7793
2023-11-08,57,6572
2023-11-08,85,14818
2023-11-09,46,10387
2023-11-09,60,10599
2023-11-04,12,3496
2023-11-05,12,7170
2023-11-06,12,9205
2023-11-06,10,14918
2023-11-07,12,10510
2023-11-07,10,7829
2023-11-08,51,16141
2023-11-08,12,7671
2023-11-08,10,9499
2023-11-09,91,13891
2023-11-09,84,12385
2023-11-09,85,9900
2023-11-09,94,13228
2023-11-06,76,6314
2023-11-08,84,10590
2023-11-09,29,10070
2023-11-09,96,11107
2023-11-09,98,9166
2023-11-09,56,9735
2023-11-09,10,10250
2023-11-09,57,5835
2023-11-09,9,8410
2023-11-09,95,10586
2023-11-09,16,3804
2023-11-09,32,16961
2023-11-09,6,6206
2023-11-09,64,7035
2023-11-09,76,5088
2023-11-09,18,20393
2023-11-09,45,26312
2023-11-09,40,10466
2023-11-10,46,23666
2023-11-10,96,4534
2023-11-10,91,9577
2023-11-10,84,4718
2023-11-10,57,1206
2023-11-10,60,10165
2023-11-10,95,10063
2023-11-10,32,1249
2023-11-10,16,16041
2023-11-10,94,11796
2023-11-10,64,5594
2023-11-10,40,10910
2023-11-07,43,17939
2023-11-08,13,8391
2023-11-08,54,8611
2023-11-09,54,10517
2023-11-09,51,16196
2023-11-09,12,19577
2023-11-10,85,4857
2023-11-10,98,13103
2023-11-10,10,8185
2023-11-10,9,11360
2023-11-10,76,6918
2023-11-10,45,24365
2023-11-10,18,16871
2023-11-11,60,14991
2023-11-11,76,9401
2023-11-08,43,11351
2023-11-09,43,9568
2023-11-09,13,8396
2023-11-10,54,7113
2023-11-10,43,7813
2023-11-10,51,14549
2023-11-10,13,8506
2023-11-10,12,8189
2023-11-11,43,16026
2023-11-11,40,12772
2023-11-11,18,9980
2023-11-11,94,12165
2023-11-11,16,24261
2023-11-11,13,14662
2023-11-05,40,2744
2023-11-06,39,25730
2023-11-06,40,9197
2023-11-07,39,19162
2023-11-09,39,11868
2023-11-10,56,7448
2023-11-10,6,7838
2023-11-11,46,8496
2023-11-11,57,6524
2023-11-11,85,4486
2023-11-11,54,8500
2023-11-11,98,11047
2023-11-11,29,12463
2023-11-11,91,10589
2023-11-11,64,5594
2023-11-11,95,9293
2023-11-11,32,15201
2023-11-11,9,11017
2023-11-11,51,12697
2023-11-12,60,16073
2023-11-12,45,1986
2023-11-12,18,7078
2023-11-12,13,6412
2023-11-11,56,12493
2023-11-11,6,19982
2023-11-12,57,173
2023-11-12,46,2163
2023-11-12,91,9099
2023-11-12,64,629
2023-11-12,39,297
2023-11-12,32,3115
2023-11-12,94,12636
2023-11-11,84,3241
2023-11-11,45,18340
2023-11-12,85,3969
2023-11-12,56,6205
2023-11-12,98,11644
2023-11-12,76,7918
2023-11-12,6,19033
2023-11-12,95,987
2023-11-12,16,133
2023-11-12,9,11232
2023-11-12,51,11885
2023-11-13,18,17912
2023-11-11,10,4692
2023-11-12,10,6941
2023-11-12,84,6313
2023-11-12,29,115
2023-11-13,85,13079
2023-11-13,60,8948
2023-11-13,57,2237
2023-11-13,96,6194
2023-11-13,64,9748
2023-11-13,9,10509
2023-11-13,32,3718
2023-11-13,95,10275
2023-11-13,94,13492
2023-11-12,54,13237
2023-11-12,40,6266
2023-11-13,46,4483
2023-11-13,10,5983
2023-11-13,84,14737
2023-11-13,56,8205
2023-11-13,29,988
2023-11-13,98,8861
2023-11-13,40,9369
2023-11-13,6,3831
2023-11-13,76,5808
2023-11-13,16,2383
2023-11-14,60,11088
2023-11-14,6,1399
2023-11-14,96,5565
2023-11-14,9,12108
2023-11-14,18,17246
2023-11-14,46,6901
2023-11-14,94,13425
2023-11-14,57,2203
2023-11-14,45,22556
2023-11-14,40,8853
2023-11-14,32,13871
2023-11-09,7,2345
2023-11-11,12,9451
2023-11-12,43,16473
2023-11-13,91,9886
2023-11-13,51,18834
2023-11-01,38,12461
2023-11-01,71,10594
2023-11-01,90,10424
2023-11-01,20,14097
2023-11-01,55,671
2023-11-01,22,4733
2023-11-01,24,10709
2023-11-01,69,14220
2023-11-01,2,7212
2023-11-01,87,6330
2023-11-01,3,6045
2023-11-01,70,5036
2023-11-01,41,11073
2023-11-01,35,17629
2023-11-01,23,2693
2023-11-01,65,7438
2023-11-01,63,15568
2023-11-02,90,12904
2023-11-02,38,13554
2023-11-02,71,15422
2023-11-02,24,9296
2023-11-01,73,3477
2023-11-02,69,12252
2023-11-02,35,9640
2023-11-02,63,5060
2023-11-02,20,11583
2023-11-02,2,3609
2023-11-02,55,12763
2023-11-02,22,16992
2023-11-02,70,11111
2023-11-02,41,12189
2023-11-02,23,11483
2023-11-02,65,5135
2023-11-02,87,9590
2023-11-02,3,17988
2023-11-03,69,18277
2023-11-03,55,1745
2023-11-03,71,10189
2023-11-03,22,3917
2023-11-03,24,9432
2023-11-03,38,14063
2023-11-03,90,15848
2023-11-03,20,18927
2023-11-03,2,2753
2023-11-03,70,10408
2023-11-03,35,7943
2023-11-03,87,11666
2023-11-03,3,20987
2023-11-03,65,11921
2023-11-03,23,3611
2023-11-03,41,7882
2023-11-04,90,12921
2023-11-04,20,12371
2023-11-04,71,15531
2023-11-04,35,13240
2023-11-04,69,6559
2023-11-04,2,302
2023-11-04,23,6685
2023-11-04,63,4326
2023-11-04,38,8417
2023-11-04,55,797
2023-11-04,22,1174
2023-11-04,41,10966
2023-11-04,70,7463
2023-11-04,65,3223
2023-11-04,3,9621
2023-11-04,87,9747
2023-11-04,24,5114
2023-11-05,71,10223
2023-11-05,90,12542
2023-11-05,69,14093
2023-11-05,55,7
2023-11-05,22,7084
2023-11-05,24,5868
2023-11-05,87,31823
2023-11-05,38,5164
2023-11-05,63,2803
2023-11-05,20,5298
2023-11-05,70,12002
2023-11-05,35,3047
2023-11-02,73,8097
2023-11-03,73,6065
2023-11-05,23,2210
2023-11-05,3,10560
2023-11-05,65,3345
2023-11-05,2,952
2023-11-05,41,24228
2023-11-06,20,21867
2023-11-06,35,10837
2023-11-06,69,13329
2023-11-06,24,10290
2023-11-01,59,19021
2023-11-02,59,4760
2023-11-03,59,3988
2023-11-04,59,2876
2023-11-05,88,4788
2023-11-05,59,819
2023-11-06,2,7659
2023-11-06,90,12415
2023-11-06,65,7331
2023-11-06,63,10431
2023-11-06,59,7758
,59,7700
2023-11-06,41,16866
2023-11-06,70,5602
2023-11-06,55,11269
2023-11-06,22,1837
2023-11-06,,1800
2023-11-06,71,10107
2023-11-06,87,11029
2023-11-06,38,12986
2023-11-06,23,4411
2023-11-06,3,20525
2023-11-07,90,12100
2023-11-07,69,9965
2023-11-07,35,10816
2023-11-07,59,4308
2023-11-07,71,10122
2023-11-07,20,13736
2023-11-07,22,7810
2023-11-07,55,12128
2023-11-07,24,7610
2023-11-07,38,9909
2023-11-04,73,4751
2023-11-05,73,642
2023-11-06,73,5006
2023-11-07,65,3329
2023-11-07,23,19138
2023-11-07,2,4141
2023-11-07,70,7296
2023-11-07,87,4070
2023-11-07,3,22324
2023-11-08,69,8390
2023-11-08,35,11831
2023-11-08,71,12316
2023-11-08,20,24955
2023-11-08,55,5100
2023-11-08,24,9333
2023-11-08,38,12628
2023-11-06,88,12289
2023-11-07,41,12993
2023-11-08,23,6279
2023-11-08,90,11390
2023-11-08,63,13157
2023-11-08,65,8326
2023-11-08,2,7757
2023-11-08,70,4775
2023-11-08,59,9992
2023-11-08,22,11819
2023-11-08,3,22204
2023-11-09,24,4208
2023-11-09,71,12714
2023-11-09,20,8311
2023-11-09,35,10981
2023-11-07,88,12260
2023-11-08,88,11721
2023-11-08,41,9585
2023-11-08,87,7067
2023-11-09,55,2554
2023-11-09,38,11931
2023-11-09,90,7936
2023-11-09,2,5888
2023-11-09,63,30
2023-11-09,69,15440
2023-11-09,70,5602
2023-11-09,22,15570
2023-11-09,3,12105
2023-11-09,87,14649
2023-11-09,88,13364
2023-11-09,23,4950
2023-11-09,65,10231
2023-11-09,73,4416
2023-11-10,71,14615
2023-11-10,38,17975
2023-11-10,20,9370
2023-11-10,90,15639
2023-11-10,69,13355
2023-11-10,24,3590
2023-11-10,22,13939
2023-11-10,55,1860
2023-11-10,87,4014
2023-11-10,2,4296
2023-11-07,73,2310
2023-11-08,73,4021
2023-11-09,41,12144
2023-11-10,3,10988
2023-11-10,23,2670
2023-11-10,65,16550
2023-11-10,35,8292
2023-11-10,73,1819
2023-11-10,70,6239
2023-11-11,38,5407
2023-11-11,71,12050
2023-11-11,69,9237
2023-11-11,90,14830
2023-11-10,63,5447
2023-11-10,41,6593
2023-11-11,55,4653
2023-11-11,24,3911
2023-11-11,73,6208
2023-11-11,35,6716
2023-11-11,63,4600
2023-11-11,23,8546
2023-11-11,2,250
2023-11-11,20,13607
2023-11-11,87,10172
2023-11-11,3,7672
2023-11-11,22,16543
2023-11-11,70,10012
2023-11-11,41,22066
2023-11-11,65,2274
2023-11-12,38,5618
2023-11-12,71,11381
2023-11-12,24,11793
2023-11-12,20,13431
2023-11-12,90,13226
2023-11-12,69,10831
2023-11-12,35,11754
2023-11-12,63,20
2023-11-12,2,1460
2023-11-09,59,3764
2023-11-10,88,10433
2023-11-12,87,5138
2023-11-12,3,10984
2023-11-12,73,6365
2023-11-12,70,6359
2023-11-12,23,7355
2023-11-12,65,3527
2023-11-13,24,4890
2023-11-13,69,11015
2023-11-13,20,15937
2023-11-13,90,16335
2023-11-01,82,401
2023-11-02,82,4638
2023-11-03,82,4119
2023-11-04,82,115
2023-11-05,82,8
2023-11-06,82,861
2023-11-07,82,1074
2023-11-08,82,745
2023-11-09,82,207
2023-11-10,82,559
2023-11-10,59,1939
2023-11-11,82,469
2023-11-11,59,2297
2023-11-12,59,6848
2023-11-13,82,295
2023-11-13,87,11850
2023-11-13,38,13349
2023-11-13,55,8367
2023-11-13,71,10022
2023-11-13,73,6457
2023-11-13,35,9674
2023-11-13,63,5250
2023-11-13,88,11163
2023-11-13,2,7567
2023-11-12,22,10969
2023-11-12,41,18412
2023-11-13,3,10698
2023-11-13,22,11550
2023-11-13,70,5294
2023-11-13,59,3122
2023-11-13,65,11296
2023-11-13,23,2582
2023-11-14,24,6856
2023-11-14,71,11994
2023-11-14,69,13804
2023-11-14,73,10890
2023-11-14,90,10016
2023-11-14,20,12349
2023-11-14,2,2545
2023-11-13,41,9501
2023-11-14,41,16157
2023-11-14,59,7466
2023-11-14,35,14952
2023-11-14,65,7908
2023-11-14,55,12896
2023-11-14,63,2775
2023-11-14,38,18287
2023-11-14,3,16870
2023-11-14,82,218
2023-11-14,23,10637
2023-11-14,87,5443
2023-11-14,70,7207
2023-11-14,22,21232
2023-11-15,69,11345
2023-11-15,71,12268
2023-11-15,90,17593
2023-11-15,20,19400
2023-11-15,35,11378
2023-11-15,55,4926
2023-11-15,63,3456
2023-11-15,38,5060
2023-11-15,41,13651
2023-11-15,73,2713
2023-11-15,24,29415
2023-11-15,59,5357
2023-11-15,87,5825
2023-11-15,23,6735
2023-11-15,82,831
2023-11-15,65,5740
2023-11-15,70,5095
2023-11-15,3,20842
2023-11-15,2,10768
2023-11-16,90,12535
2023-11-16,20,6993
2023-11-16,35,6389
2023-11-16,38,10478
2023-11-16,71,11935
2023-11-16,69,9378
2023-11-16,41,11779
2023-11-16,59,6829
2023-11-16,2,4725
2023-11-16,63,7
2023-11-16,23,10239
2023-11-16,87,8045
2023-11-16,82,475
2023-11-16,24,20331
2023-11-16,55,891
2023-11-16,70,7895
2023-11-16,73,5075
2023-11-16,65,3993
2023-11-17,24,22855
2023-11-17,71,12460
2023-11-17,73,5844
2023-11-17,69,14986
2023-11-17,90,15614
2023-11-17,20,17026
2023-11-14,88,2856
2023-11-15,88,9465
2023-11-16,88,9887
2023-11-17,82,441
2023-11-17,87,7883
2023-11-17,55,549
2023-11-17,35,6289
2023-11-17,41,7934
2023-11-17,2,2663
2023-11-17,63,5340
2023-11-17,23,4144
2023-11-15,22,12454
2023-11-16,3,13121
2023-11-16,22,13769
2023-11-17,3,8344
2023-11-17,22,12182
2023-11-17,70,10075
2023-11-17,65,7740
2023-11-18,22,17442
2023-11-18,71,10127
2023-11-18,24,10095
2023-11-18,90,16406
2023-11-18,20,7611
2023-11-18,73,2561
2023-11-18,69,6758
2023-11-17,88,9754
2023-11-18,55,429
2023-11-18,63,15165
2023-11-18,23,9410
2023-11-18,65,8339
2023-11-18,2,2098
2023-11-18,35,12990
2023-11-18,41,10366
